"측정일시","측정소명","이산화질소농도(ppm)","오존농도(ppm)","일산화탄소농도(ppm)","아황산가스(ppm)","미세먼지(㎍/㎥)","초미세먼지(㎍/㎥)"
"201906030000","강북구","0.011","0.051","0.4","0.002","31","18"
"201906030100","강북구","0.012","0.047","0.4","0.002","29","18"
"201906030200","강북구","0.009","0.048","0.4","0.002","30","18"
"201906030300","강북구","0.009","0.045","0.4","0.002","30","17"
"201906030400","강북구","0.009","0.043","0.4","0.002","31","17"
"201906030500","강북구","0.009","0.043","0.3","0.002","29","16"
"201906030600","강북구","0.01","0.041","0.4","0.002","28","18"
"201906030700","강북구","0.014","0.036","0.4","0.002","28","18"
"201906030800","강북구","0.025","0.03","0.4","0.002","27","14"
"201906030900","강북구","0.04","0.023","0.5","0.003","36","14"
"201906031000","강북구","0.046","0.026","0.6","0.003","45","20"
"201906031100","강북구","0.041","0.037","0.6","0.003","45","19"
"201906031200","강북구","0.032","0.049","0.6","0.004","42","19"
"201906031300","강북구","0.017","0.058","0.4","0.004","55","21"
"201906031400","강북구","0.004","0.051","0.3","0.002","32","13"
"201906031500","강북구","0.008","0.053","0.3","0.002","14","6"
"201906031600","강북구","0.016","0.061","0.4","0.002","32","17"
"201906031700","강북구","0.024","0.066","0.4","0.002","44","21"
"201906031800","강북구","0.027","0.07","0.5","0.003","50","27"
"201906031900","강북구","0.022","0.064","0.5","0.003","55","29"
"201906032000","강북구","0.032","0.051","0.6","0.003","73","45"
"201906032100","강북구","0.03","0.047","0.5","0.003","87","53"
"201906032200","강북구","0.028","0.044","0.5","0.004","60","34"
"201906032300","강북구","0.025","0.037","0.5","0.005","47","26"
"201906040000","강북구","0.019","0.038","0.5","0.004","40","22"
"201906040100","강북구","0.019","0.035","0.5","0.003","38","22"
"201906040200","강북구","0.016","0.03","0.5","0.003","34","21"
"201906040300","강북구","0.015","0.028","0.4","0.003","34","21"
"201906040400","강북구","0.011","0.034","0.4","0.003","31","20"
"201906040500","강북구","0.011","0.033","0.4","0.003","30","19"
"201906040600","강북구","0.015","0.027","0.4","0.002","29","19"
"201906040700","강북구","0.022","0.021","0.4","0.002","27","14"
"201906040800","강북구","0.033","0.019","0.6","0.003","29","16"
"201906040900","강북구","0.033","0.028","0.6","0.004","35","16"
"201906041000","강북구","0.028","0.033","0.6","0.007","27","13"
"201906041100","강북구","0.022","0.036","0.5","0.005","25","13"
"201906041200","강북구","0.016","0.047","0.4","0.004","26","12"
"201906041300","강북구","0.012","0.05","0.4","0.004","29","17"
"201906041400","강북구","0.011","0.045","0.3","0.004","25","13"
"201906041500","강북구","0.01","0.048","0.3","0.003","27","14"
"201906041600","강북구","0.012","0.048","0.3","0.003","38","18"
"201906041700","강북구","0.013","0.04","0.3","0.003","40","22"
"201906041800","강북구","0.008","0.033","0.3","0.003","26","17"
"201906041900","강북구","0.017","0.027","0.3","0.002","27","14"
"201906042000","강북구","0.021","0.021","0.3","0.002","39","23"
"201906042100","강북구","0.018","0.018","0.3","0.002","36","22"
"201906042200","강북구","0.015","0.019","0.3","0.002","31","19"
"201906042300","강북구","0.011","0.022","0.3","0.002","26","19"
"201906050000","강북구","0.01","0.022","0.3","0.002","26","17"
"201906050100","강북구","0.009","0.022","0.3","0.002","27","12"
"201906050200","강북구","0.009","0.018","0.3","0.002","24","15"
"201906050300","강북구","0.011","0.013","0.3","0.002","28","18"
"201906050400","강북구","0.01","0.016","0.3","0.002","28","16"
"201906050500","강북구","0.01","0.012","0.3","0.002","27","16"
"201906050600","강북구","0.011","0.014","0.3","0.002","28","16"
"201906050700","강북구","0.011","0.016","0.3","0.002","31","17"
"201906050800","강북구","0.015","0.014","0.3","0.002","33","18"
"201906050900","강북구","0.015","0.016","0.4","0.002","36","20"
"201906051000","강북구","0.014","0.018","0.4","0.002","32","17"
"201906051100","강북구","0.021","0.021","0.4","0.002","34","16"
"201906051200","강북구","0.032","0.027","0.5","0.002","45","24"
"201906051300","강북구","0.037","0.038","0.6","0.002","57","28"
"201906051400","강북구","0.023","0.053","0.5","0.002","50","25"
"201906051500","강북구","0.018","0.069","0.4","0.003","53","25"
"201906051600","강북구","0.015","0.076","0.4","0.003","79","44"
"201906051700","강북구","0.016","0.062","0.4","0.003","74","40"
"201906051800","강북구","0.018","0.058","0.4","0.004","66","38"
"201906051900","강북구","0.014","0.054","0.4","0.003","65","37"
"201906052000","강북구","0.016","0.042","0.5","0.003","74","42"
"201906052100","강북구","0.018","0.038","0.5","0.003","71","46"
"201906052200","강북구","0.025","0.035","0.5","0.003","63","38"
"201906052300","강북구","0.024","0.031","0.5","0.003","72","44"
"201906060000","강북구","0.021","0.029","0.5","0.003","61","38"
"201906060100","강북구","0.022","0.023","0.5","0.003","70","44"
"201906060200","강북구","0.02","0.022","0.6","0.003","70","44"
"201906060300","강북구","0.017","0.019","0.5","0.002","76","49"
"201906060400","강북구","0.014","0.02","0.5","0.002","78","47"
"201906060500","강북구","0.012","0.02","0.5","0.003","82","46"
"201906060600","강북구","0.012","0.017","0.5","0.002","71","38"
"201906060700","강북구","0.013","0.016","0.5","0.003","71","37"
"201906060800","강북구","0.018","0.019","0.5","0.003","75","40"
"201906060900","강북구","0.028","0.024","0.7","0.003","92","51"
"201906061000","강북구","0.028","0.037","0.7","0.004","80","43"
"201906061100","강북구","0.024","0.04","0.7","0.004","76","43"
"201906061200","강북구","0.021","0.035","0.7","0.003","74","44"
"201906061300","강북구","0.03","0.033","0.7","0.004","73","46"
"201906061400","강북구","0.036","0.035","0.7","0.004","76","43"
"201906061500","강북구","0.034","0.034","0.7","0.003","79","45"
"201906061600","강북구","0.032","0.031","0.7","0.003","74","45"
"201906061700","강북구","0.029","0.029","0.6","0.003","72","45"
"201906061800","강북구","0.023","0.037","0.6","0.003","74","45"
"201906061900","강북구","0.016","0.047","0.5","0.003","83","47"
"201906062000","강북구","0.016","0.036","0.5","0.003","69","40"
"201906062100","강북구","0.014","0.038","0.5","0.002","70","42"
"201906062200","강북구","0.007","0.045","0.4","0.002","48","28"
"201906062300","강북구","0.008","0.045","0.3","0.002","39","21"
"201906070000","강북구","0.01","0.041","0.4","0.002","31","17"
"201906070100","강북구","0.008","0.037","0.4","0.002","32","17"
"201906070200","강북구","0.005","0.046","0.3","0.002","31","16"
"201906070300","강북구","0.004","0.048","0.3","0.002","29","14"
"201906070400","강북구","0.004","0.05","0.3","0.002","22","11"
"201906070500","강북구","0.004","0.05","0.3","0.002","15","8"
"201906070600","강북구","0.005","0.051","0.3","0.002","11","6"
"201906070700","강북구","0.007","0.048","0.3","0.002","10","5"
"201906070800","강북구","0.008","0.047","0.3","0.002","7","3"
"201906070900","강북구","0.008","0.045","0.3","0.002","7","5"
"201906071000","강북구","0.009","0.044","0.3","0.002","9","3"
"201906071100","강북구","0.008","0.045","0.3","0.002","9","3"
"201906071200","강북구","0.008","0.043","0.3","0.002","11","5"
"201906071300","강북구","0.007","0.046","0.3","0.002","6","1"
"201906071400","강북구","0.008","0.047","0.3","0.002","7","1"
"201906071500","강북구","0.007","0.049","0.3","0.002","4","1"
"201906071600","강북구","0.008","0.048","0.3","0.002","7","3"
"201906071700","강북구","0.006","0.049","0.3","0.002","3","1"
"201906071800","강북구","0.007","0.05","0.3","0.002","8","4"
"201906071900","강북구","0.009","0.049","0.3","0.002","10","1"
"201906072000","강북구","0.009","0.045","0.3","0.002","13","4"
"201906072100","강북구","0.007","0.041","0.3","0.002","16","5"
"201906072200","강북구","0.006","0.04","0.3","0.002","15","4"
"201906072300","강북구","0.006","0.043","0.4","0.002","12","5"
"201906080000","강북구","0.009","0.032","0.5","0.002","18","8"
"201906080100","강북구","0.009","0.03","0.4","0.002","18","7"
"201906080200","강북구","0.006","0.031","0.4","0.002","18","8"
"201906080300","강북구","0.005","0.029","0.4","0.002","18","6"
"201906080400","강북구","0.005","0.029","0.4","0.002","17","8"
"201906080500","강북구","0.006","0.028","0.4","0.002","17","7"
"201906080600","강북구","0.007","0.024","0.3","0.002","21","8"
"201906080700","강북구","0.015","0.02","0.4","0.002","15","4"
"201906080800","강북구","0.015","0.026","0.4","0.002","16","7"
"201906080900","강북구","0.019","0.032","0.4","0.002","33","8"
"201906081000","강북구","0.019","0.035","0.4","0.002","26","11"
"201906081100","강북구","0.019","0.04","0.4","0.002","24","11"
"201906081200","강북구","0.019","0.042","0.4","0.002","25","10"
"201906081300","강북구","0.016","0.049","0.3","0.002","25","12"
"201906081400","강북구","0.016","0.053","0.3","0.002","22","11"
"201906081500","강북구","0.014","0.059","0.3","0.003","24","12"
"201906081600","강북구","0.017","0.06","0.4","0.002","30","16"
"201906081700","강북구","0.012","0.066","0.4","0.002","39","21"
"201906081800","강북구","0.014","0.069","0.4","0.003","39","21"
"201906081900","강북구","0.014","0.067","0.4","0.004","40","22"
"201906082000","강북구","0.014","0.062","0.5","0.004","34","20"
"201906082100","강북구","0.015","0.05","0.5","0.003","33","17"
"201906082200","강북구","0.014","0.043","0.5","0.003","38","23"
"201906082300","강북구","0.014","0.04","0.5","0.003","43","24"
"201906090000","강북구","0.015","0.034","0.5","0.003","39","25"
"201906090100","강북구","0.017","0.029","0.6","0.002","36","26"
"201906090200","강북구","0.014","0.034","0.5","0.003","36","24"
"201906090300","강북구","0.011","0.037","0.5","0.002","37","25"
"201906090400","강북구","0.01","0.03","0.5","0.003","35","23"
"201906090500","강북구","0.01","0.028","0.4","0.002","34","23"
"201906090600","강북구","0.01","0.027","0.5","0.002","35","22"
"201906090700","강북구","0.013","0.023","0.5","0.003","35","21"
"201906090800","강북구","0.014","0.031","0.5","0.002","33","21"
"201906090900","강북구","0.018","0.034","0.5","0.003","37","23"
"201906091000","강북구","0.021","0.041","0.5","0.004","41","24"
"201906091100","강북구","0.019","0.051","0.5","0.004","43","29"
"201906091200","강북구","0.013","0.057","0.5","0.004","40","26"
"201906091300","강북구","0.011","0.067","0.4","0.004","39","27"
"201906091400","강북구","0.01","0.068","0.4","0.004","44","31"
"201906091500","강북구","0.009","0.069","0.4","0.003","41","31"
"201906091600","강북구","0.008","0.066","0.4","0.003","41","30"
"201906091700","강북구","0.008","0.061","0.4","0.003","39","26"
"201906091800","강북구","0.007","0.055","0.4","0.003","33","22"
"201906091900","강북구","0.007","0.053","0.4","0.002","33","21"
"201906022000","강서구","0.021","0.067","0.4","0.005","31","18"
"201906022100","강서구","0.032","0.049","0.5","0.009","34","15"
"201906022200","강서구","0.024","0.046","0.5","0.008","34","16"
"201906022300","강서구","0.022","0.047","0.4","0.008","23","15"
"201906030000","강서구","0.018","0.05","0.4","0.005","21","12"
"201906030100","강서구","0.028","0.033","0.3","0.003","19","12"
"201906030200","강서구","0.026","0.032","0.4","0.004","22","12"
"201906030300","강서구","0.033","0.021","0.5","0.005","26","13"
"201906030400","강서구","0.043","0.009","0.5","0.006","31","18"
"201906030500","강서구","0.038","0.014","0.4","0.004","31","14"
"201906030600","강서구","0.04","0.015","0.5","0.004","31","18"
"201906030700","강서구","0.047","0.01","0.6","0.003","36","18"
"201906030800","강서구","0.053","0.009","0.6","0.004","47","18"
"201906030900","강서구","0.038","0.028","0.5","0.004","39","18"
"201906031000","강서구","0.028","0.037","0.4","0.005","26","12"
"201906031100","강서구","0.03","0.045","0.4","0.004","28","11"
"201906031200","강서구","0.027","0.056","0.4","0.006","34","18"
"201906031300","강서구","0.011","0.057","0.4","0.005","35","21"
"201906031400","강서구","0.009","0.057","0.3","0.003","20","10"
"201906031500","강서구","0.013","0.064","0.3","0.003","19","10"
"201906031600","강서구","0.018","0.076","0.3","0.003","27","15"
"201906031700","강서구","0.02","0.082","0.3","0.003","40","21"
"201906031800","강서구","0.021","0.086","0.4","0.003","43","25"
"201906031900","강서구","0.024","0.09","0.4","0.004","50","29"
"201906032000","강서구","0.04","0.063","0.5","0.007","51","29"
"201906032100","강서구","0.056","0.036","0.8","0.014","66","35"
"201906032200","강서구","0.026","0.041","0.4","0.007","40","25"
"201906032300","강서구","0.021","0.044","0.4","0.007","23","12"
"201906040000","강서구","0.023","0.043","0.3","0.005","23","15"
"201906040100","강서구","0.027","0.039","0.4","0.006","26","16"
"201906040200","강서구","0.016","0.05","0.5","0.009","24","17"
"201906040300","강서구","0.02","0.042","0.4","0.005","26","18"
"201906040400","강서구","0.016","0.049","0.3","0.004","27","18"
"201906040500","강서구","0.026","0.032","0.5","0.003","28","18"
"201906040600","강서구","0.042","0.016","0.5","0.004","32","20"
"201906040700","강서구","0.044","0.026","0.5","0.006","35","23"
"201906040800","강서구","0.038","0.037","0.5","0.007","30","20"
"201906040900","강서구","0.038","0.035","0.9","","34","24"
"201906041000","강서구","0.024","0.041","0.4","0.006","29","20"
"201906041100","강서구","0.021","0.051","0.3","0.004","20","15"
"201906041200","강서구","0.015","0.053","0.4","0.006","24","16"
"201906041300","강서구","0.013","0.045","0.3","0.004","22","15"
"201906041400","강서구","0.013","0.043","0.2","0.004","20","14"
"201906041500","강서구","0.017","0.046","0.3","0.004","24","16"
"201906041600","강서구","0.02","0.048","0.3","0.006","35","23"
"201906041700","강서구","0.02","0.039","0.3","0.006","40","27"
"201906041800","강서구","0.022","0.029","0.3","0.005","35","24"
"201906041900","강서구","0.028","0.023","0.4","0.006","39","25"
"201906042000","강서구","0.026","0.021","0.4","0.007","38","26"
"201906042100","강서구","0.033","0.016","0.4","0.008","36","26"
"201906042200","강서구","0.021","0.024","0.4","0.006","35","27"
"201906042300","강서구","0.014","0.029","0.3","0.005","27","18"
"201906050000","강서구","0.011","0.035","0.3","0.005","20","17"
"201906050100","강서구","0.009","0.04","0.3","0.004","24","19"
"201906050200","강서구","0.009","0.039","0.3","0.005","22","18"
"201906050300","강서구","0.01","0.036","0.3","0.004","24","20"
"201906050400","강서구","0.009","0.037","0.3","0.003","23","18"
"201906050500","강서구","0.01","0.032","0.3","0.003","29","23"
"201906050600","강서구","0.014","0.027","0.3","0.003","34","25"
"201906050700","강서구","0.019","0.023","0.4","0.003","38","28"
"201906050800","강서구","0.023","0.022","0.4","0.003","35","23"
"201906050900","강서구","0.025","0.022","0.4","0.003","39","25"
"201906051000","강서구","0.027","0.023","0.4","0.003","37","24"
"201906051100","강서구","0.031","0.028","0.4","0.003","39","26"
"201906051200","강서구","0.036","0.038","0.4","0.004","48","30"
"201906051300","강서구","0.047","0.045","0.5","0.006","68","46"
"201906051400","강서구","0.036","0.045","0.4","0.006","79","53"
"201906051500","강서구","0.027","0.052","0.5","0.005","62","42"
"201906051600","강서구","0.028","0.058","0.6","0.006","61","40"
"201906051700","강서구","0.036","0.06","0.6","0.008","65","43"
"201906051800","강서구","0.045","0.055","0.5","0.009","67","44"
"201906051900","강서구","0.054","0.052","0.6","0.009","73","48"
"201906052000","강서구","0.057","0.045","0.6","0.006","69","48"
"201906052100","강서구","0.055","0.031","0.6","0.005","63","40"
"201906052200","강서구","0.038","0.022","0.4","0.007","39","26"
"201906052300","강서구","0.024","0.031","0.4","0.006","20","17"
"201906060000","강서구","0.025","0.03","0.4","0.005","18","13"
"201906060100","강서구","0.016","0.031","0.3","0.004","17","12"
"201906060200","강서구","0.013","0.03","0.3","0.003","18","14"
"201906060300","강서구","0.013","0.029","0.4","0.004","20","14"
"201906060400","강서구","0.014","0.026","0.3","0.003","21","16"
"201906060500","강서구","0.016","0.023","0.3","0.003","25","17"
"201906060600","강서구","0.024","0.017","0.4","0.004","24","17"
"201906060700","강서구","0.028","0.013","0.4","0.003","27","18"
"201906060800","강서구","0.034","0.01","0.5","0.003","27","18"
"201906060900","강서구","0.041","0.009","0.5","0.003","37","25"
"201906061000","강서구","0.055","0.01","0.7","0.004","46","30"
"201906061100","강서구","0.061","0.006","0.8","0.004","63","40"
"201906061200","강서구","0.065","0.007","0.8","0.005","72","44"
"201906061300","강서구","0.068","0.009","0.8","0.005","80","48"
"201906061400","강서구","0.074","0.008","0.8","0.006","84","48"
"201906061500","강서구","0.065","0.007","0.7","0.005","84","52"
"201906061600","강서구","0.046","0.01","0.6","0.004","74","41"
"201906061700","강서구","0.051","0.01","0.7","0.006","71","47"
"201906061800","강서구","0.042","0.018","0.7","0.006","66","47"
"201906061900","강서구","0.034","0.041","0.7","0.006","74","53"
"201906062000","강서구","0.029","0.054","0.7","0.004","64","46"
"201906062100","강서구","0.025","0.047","0.6","0.003","63","48"
"201906062200","강서구","0.017","0.054","0.5","0.003","44","33"
"201906062300","강서구","0.014","0.055","0.4","0.003","41","29"
"201906070000","강서구","0.015","0.051","0.4","0.003","36","25"
"201906070100","강서구","0.015","0.056","0.5","0.003","31","22"
"201906070200","강서구","0.008","0.061","0.3","0.003","27","19"
"201906070300","강서구","0.007","0.06","0.3","0.003","25","16"
"201906070400","강서구","0.007","0.06","0.3","0.003","17","13"
"201906070500","강서구","0.008","0.058","0.3","0.003","11","11"
"201906070600","강서구","0.012","0.053","0.4","0.003","11","10"
"201906070700","강서구","0.018","0.049","0.4","0.003","7","4"
"201906070800","강서구","0.023","0.046","0.4","0.003","6","5"
"201906070900","강서구","0.026","0.04","0.4","0.003","7","4"
"201906071000","강서구","0.02","0.045","0.4","0.003","12","8"
"201906071100","강서구","0.018","0.048","0.3","0.003","11","8"
"201906071200","강서구","0.016","0.049","0.4","0.003","10","6"
"201906071300","강서구","0.016","0.053","0.4","0.003","11","7"
"201906071400","강서구","0.011","0.061","0.3","0.003","9","3"
"201906071500","강서구","0.012","0.06","0.3","0.003","5","6"
"201906071600","강서구","0.014","0.058","0.3","0.004","7","3"
"201906071700","강서구","0.015","0.058","0.4","0.005","8","4"
"201906071800","강서구","0.014","0.059","0.4","0.006","5","3"
"201906071900","강서구","0.016","0.058","0.4","0.005","7","4"
"201906072000","강서구","0.02","0.055","0.4","0.005","10","7"
"201906072100","강서구","0.022","0.048","0.5","0.007","14","10"
"201906072200","강서구","0.016","0.05","0.4","0.006","14","10"
"201906072300","강서구","0.017","0.048","0.4","0.006","15","10"
"201906080000","강서구","0.021","0.043","0.4","0.004","16","11"
"201906080100","강서구","0.034","0.024","0.5","0.005","16","13"
"201906080200","강서구","0.027","0.03","0.6","0.007","19","13"
"201906080300","강서구","0.022","0.032","0.5","0.004","16","13"
"201906080400","강서구","0.021","0.032","0.4","0.004","17","11"
"201906080500","강서구","0.019","0.032","0.6","0.003","18","14"
"201906080600","강서구","0.027","0.019","0.5","0.004","18","12"
"201906080700","강서구","0.028","0.022","0.4","0.004","18","13"
"201906080800","강서구","0.024","0.036","0.4","0.003","18","9"
"201906080900","강서구","0.023","0.04","0.4","0.003","20","11"
"201906081000","강서구","0.023","0.052","0.4","0.003","20","12"
"201906081100","강서구","0.023","0.058","0.4","0.003","19","14"
"201906081200","강서구","0.028","0.062","0.5","0.003","22","12"
"201906081300","강서구","0.026","0.073","0.5","0.003","25","13"
"201906081400","강서구","0.028","0.07","0.4","0.004","27","16"
"201906081500","강서구","0.031","0.08","0.4","0.005","",""
"201906081600","강서구","0.023","0.088","0.4","0.005","38","27"
"201906081700","강서구","0.02","0.081","0.4","0.007","35","24"
"201906081800","강서구","0.019","0.072","0.5","0.01","28","20"
"201906081900","강서구","0.016","0.069","0.5","0.009","25","18"
"201906082000","강서구","0.02","0.068","0.5","0.012","24","19"
"201906082100","강서구","0.022","0.064","0.5","0.011","27","19"
"201906082200","강서구","0.033","0.048","0.5","0.011","30","21"
"201906082300","강서구","0.041","0.037","0.7","0.013","34","23"
"201906090000","강서구","0.041","0.032","0.8","0.014","35","25"
"201906090100","강서구","0.032","0.038","0.6","0.009","43","29"
"201906090200","강서구","0.014","0.061","0.5","0.01","34","26"
"201906090300","강서구","0.01","0.066","0.4","0.009","27","20"
"201906090400","강서구","0.01","0.066","0.4","0.008","24","20"
"201906090500","강서구","0.011","0.061","0.4","0.007","26","19"
"201906090600","강서구","0.013","0.052","0.5","0.006","26","22"
"201906090700","강서구","0.024","0.036","0.5","0.006","34","25"
"201906090800","강서구","0.028","0.035","0.5","0.005","34","26"
"201906090900","강서구","0.029","0.04","0.5","0.006","34","24"
"201906091000","강서구","0.016","0.06","0.5","0.007","23","16"
"201906091100","강서구","0.022","0.058","0.5","0.007","24","16"
"201906091200","강서구","0.021","0.065","0.4","0.007","26","19"
"201906091300","강서구","0.02","0.068","0.5","0.007","30","20"
"201906091400","강서구","0.015","0.075","0.4","0.006","25","19"
"201906091500","강서구","0.017","0.074","0.4","0.005","29","21"
"201906091600","강서구","0.017","0.07","0.4","0.005","29","23"
"201906091700","강서구","0.017","0.058","0.4","0.007","27","22"
"201906091800","강서구","0.013","0.056","0.4","0.006","22","14"
"201906091900","강서구","0.012","0.059","0.4","0.008","17","14"
"201906022000","관악구","0.021","0.062","0.3","0.004","41","20"
"201906022100","관악구","0.026","0.053","0.3","0.004","32","18"
